SA_step;mu;sigma
1150;0.654272;0.671836
1151;0.632051;0.646641
1152;0.643461;0.643084
1153;0.66965;0.635797
1154;0.674318;0.659428
1155;0.67013;0.67111
1156;0.652468;0.664054
1157;0.616994;0.640598
1158;0.597551;0.639858
1159;0.591402;0.646749
1160;0.630857;0.648521
1161;0.652652;0.6464
1162;0.663889;0.652498
1163;0.670948;0.666161
1164;0.664227;0.636544
1165;0.648521;0.640405
1166;0.664105;0.654982
1167;0.685723;0.646966
1168;0.672873;0.649635
1169;0.634371;0.66321
1170;0.622678;0.64039
1171;0.650999;0.653851
1172;0.653494;0.683119
1173;0.664382;0.660007
1174;0.677415;0.655382
1175;0.682198;0.666625
1176;0.707241;0.652011
1177;0.707241;0.652011
1178;0.679326;0.635475
1179;0.645475;0.626827
1180;0.672471;0.625768
1181;0.635826;0.648155
1182;0.596562;0.643403
1183;0.587563;0.620861
1184;0.610756;0.605706
1185;0.610454;0.599328
1186;0.646086;0.622615
1187;0.646086;0.622615
1188;0.643625;0.639767
1189;0.660041;0.661598
1190;0.674568;0.653711
1191;0.681025;0.663211
1192;0.684341;0.658049
1193;0.684432;0.647463
1194;0.707084;0.656453
1195;0.72878;0.685962
1196;0.712629;0.658628
1197;0.712629;0.658628
1198;0.700318;0.63382
1199;0.711485;0.617226
1200;0.748775;0.62481
1201;0.77271;0.598025
1202;0.783204;0.594653
1203;0.783204;0.594653
1204;0.815611;0.617654
1205;0.846849;0.633073
1206;0.831951;0.640519
1207;0.868094;0.623004
1208;0.868094;0.623004
1209;0.840776;0.621376
1210;0.805113;0.651209
1211;0.841634;0.641125
1212;0.865963;0.663897
1213;0.865963;0.663897
1214;0.880145;0.660056
1215;0.855409;0.647481
1216;0.8658;0.66327
1217;0.868195;0.655386
1218;0.868195;0.655386
1219;0.853097;0.633534
1220;0.851612;0.637887
1221;0.855602;0.613205
1222;0.859244;0.60915
1223;0.890649;0.633808
1224;0.912851;0.635475
1225;0.928053;0.653717
1226;0.920271;0.652987
1227;0.955602;0.649951
1228;0.923501;0.645114
1229;0.923501;0.645114
1230;0.928434;0.631461
1231;0.946579;0.658786
1232;0.932676;0.630953
1233;0.94281;0.657259
1234;0.916397;0.669796
1235;0.890224;0.648361
1236;0.914531;0.663014
1237;0.914531;0.663014
1238;0.914765;0.653267
1239;0.949771;0.671222
1240;0.958486;0.694994
1241;0.958486;0.694994
1242;0.985345;0.684458
1243;0.953441;0.656756
1244;0.953503;0.645834
1245;0.984568;0.621875
1246;0.999222;0.611623
1247;0.985211;0.627165
1248;0.969618;0.654978
1249;0.98407;0.631654
1250;0.98407;0.631654
1251;0.944586;0.612997
1252;0.956723;0.626483
1253;0.945882;0.598243
1254;0.915212;0.590815
1255;0.953037;0.572853
1256;0.936041;0.578515
1257;0.927745;0.581143
1258;0.965439;0.587454
1259;0.965439;0.587454
1260;0.942775;0.565296
1261;0.935998;0.549955
1262;0.971899;0.575227
1263;0.987996;0.549477
1264;0.960908;0.52863
1265;0.934095;0.548047
1266;0.956615;0.5394
1267;0.942883;0.529092
1268;0.917489;0.527118
1269;0.880173;0.509887
1270;0.882006;0.508056
1271;0.916142;0.505112
1272;0.916142;0.505112
1273;0.876569;0.507158
1274;0.90268;0.478047
1275;0.931404;0.505981
1276;0.914656;0.498457
1277;0.927144;0.511334
1278;0.937065;0.513994
1279;0.918315;0.53628
1280;0.91685;0.530786
1281;0.91685;0.530786
1282;0.91685;0.530786
1283;0.939315;0.55431
1284;0.942819;0.555826
1285;0.947914;0.570913
1286;0.947914;0.570913
1287;0.971555;0.575921
1288;0.965061;0.547579
1289;0.932141;0.5311
1290;0.908498;0.533141
1291;0.89277;0.52595
1292;0.89277;0.52595
1293;0.87688;0.540586
1294;0.87688;0.540586
1295;0.86989;0.555559
1296;0.852841;0.559126
1297;0.852841;0.559126
1298;0.819224;0.566919
1299;0.821006;0.575288
1300;0.845457;0.589819
1301;0.819299;0.578227
1302;0.792139;0.555405
1303;0.766763;0.561195
1304;0.78816;0.556312
1305;0.78816;0.556312
1306;0.750543;0.580934
1307;0.74821;0.563539
1308;0.74821;0.563539
1309;0.725262;0.56472
1310;0.720836;0.560213
1311;0.759156;0.588148
1312;0.763982;0.561229
1313;0.739774;0.544893
1314;0.77105;0.541354
1315;0.761113;0.564604
1316;0.771492;0.539432
1317;0.797604;0.51243
1318;0.797604;0.51243
1319;0.760209;0.506478
1320;0.780867;0.508211
1321;0.758943;0.531792
1322;0.75772;0.509747
1323;0.75772;0.509747
1324;0.75772;0.509747
1325;0.75851;0.523946
1326;0.75851;0.523946
1327;0.742314;0.549932
1328;0.754288;0.571926
1329;0.766955;0.601884
1330;0.796806;0.580047
1331;0.800014;0.556147
1332;0.806998;0.55769
1333;0.825806;0.546188
1334;0.825806;0.546188
1335;0.825806;0.546188
1336;0.807378;0.534345
1337;0.816012;0.558261
1338;0.799891;0.567262
1339;0.811803;0.582997
1340;0.798202;0.560503
1341;0.771522;0.577607
1342;0.786335;0.558617
1343;0.808448;0.586836
1344;0.835023;0.60619
1345;0.812203;0.628758
1346;0.807667;0.603026
1347;0.781148;0.628349
1348;0.784402;0.627888
1349;0.818822;0.64617
1350;0.783519;0.620742
1351;0.766713;0.61138
1352;0.791173;0.593778
1353;0.825113;0.584211
1354;0.788334;0.58901
1355;0.800264;0.594608
1356;0.799494;0.620407
1357;0.80923;0.627222
1358;0.784867;0.62762
1359;0.77958;0.637969
1360;0.806161;0.656229
1361;0.82551;0.639827
1362;0.830749;0.661141
1363;0.840336;0.637228
1364;0.800556;0.64689
1365;0.77272;0.663638
1366;0.763624;0.689549
1367;0.763624;0.689549
1368;0.79897;0.665927
1369;0.79897;0.665927
1370;0.820396;0.674621
1371;0.820396;0.674621
1372;0.842134;0.654008
1373;0.832895;0.672389
1374;0.841759;0.699886
1375;0.827247;0.715318
1376;0.833669;0.744441
1377;0.87072;0.742293
1378;0.839941;0.736253
1379;0.854851;0.72619
1380;0.854851;0.72619
1381;0.878601;0.743045
1382;0.857158;0.756999
1383;0.836545;0.758603
1384;0.86403;0.741821
1385;0.88057;0.745957
1386;0.911236;0.720849
1387;0.89993;0.743805
1388;0.916801;0.743751
1389;0.916801;0.743751
1390;0.933261;0.725
1391;0.91278;0.739045
1392;0.872923;0.744566
1393;0.848099;0.715828
1394;0.853281;0.723094
1395;0.861553;0.719443
1396;0.867093;0.728328
1397;0.840258;0.723607
1398;0.876589;0.74296
1399;0.912047;0.72411
1400;0.943947;0.721613
1401;0.980587;0.705255
1402;0.984407;0.691112
1403;0.984407;0.691112
1404;0.984407;0.691112
1405;0.967947;0.695385
1406;0.945962;0.722675
1407;0.967393;0.707689
1408;0.937494;0.693645
1409;0.919568;0.683239
1410;0.926734;0.671098
1411;0.898341;0.695875
1412;0.91071;0.716357
1413;0.91071;0.716357
1414;0.930656;0.690479
1415;0.943976;0.694431
1416;0.903993;0.721252
1417;0.891334;0.710124
1418;0.891795;0.697237
1419;0.928678;0.705281
1420;0.945882;0.707813
1421;0.945882;0.707813
1422;0.929886;0.679277
1423;0.957562;0.677071
1424;0.941903;0.68182
1425;0.941903;0.68182
1426;0.941903;0.68182
1427;0.950806;0.667643
1428;0.94263;0.671316
1429;0.94263;0.671316
1430;0.94263;0.671316
1431;0.924605;0.696748
1432;0.926166;0.669607
1433;0.962284;0.685297
1434;0.976065;0.669241
1435;0.983697;0.660558
1436;0.972233;0.646917
1437;0.972233;0.646917
1438;0.945523;0.657371
1439;0.912638;0.644965
1440;0.912638;0.644965
1441;0.940286;0.651458
1442;0.939723;0.621945
1443;0.900531;0.602048
1444;0.873084;0.607122
1445;0.873084;0.607122
1446;0.8429;0.631536
1447;0.832707;0.641686
1448;0.833523;0.652009
1449;0.854802;0.660859
1450;0.841396;0.655409
1451;0.810683;0.653049
1452;0.847091;0.655914
1453;0.870055;0.637685
1454;0.843029;0.63424
1455;0.807335;0.658569
1456;0.823679;0.638205
1457;0.801675;0.613572
1458;0.813012;0.642367
1459;0.792272;0.665782
1460;0.817471;0.642723
1461;0.786413;0.656852
1462;0.786413;0.656852
1463;0.816002;0.656814
1464;0.790377;0.638807
1465;0.813151;0.617451
1466;0.797689;0.601636
1467;0.771624;0.598956
1468;0.796843;0.609025
1469;0.812894;0.585359
1470;0.811623;0.568973
1471;0.811454;0.555486
1472;0.850541;0.561032
1473;0.854962;0.587856
1474;0.830885;0.611687
1475;0.837408;0.638478
1476;0.84354;0.649224
1477;0.820243;0.634415
1478;0.805862;0.639873
1479;0.768606;0.653772
1480;0.742122;0.671925
1481;0.742122;0.671925
1482;0.776716;0.646719
1483;0.757302;0.631617
1484;0.757302;0.631617
1485;0.771398;0.644588
1486;0.785125;0.635782
1487;0.747196;0.616942
1488;0.747196;0.616942
1489;0.708078;0.643152
1490;0.695378;0.62816
1491;0.678377;0.628197
1492;0.64279;0.651133
1493;0.64279;0.651133
1494;0.66373;0.627873
1495;0.640953;0.623759
1496;0.655268;0.622473
1497;0.653658;0.620314
1498;0.653658;0.620314
1499;0.642682;0.627341
1500;0.642682;0.627341
1501;0.680564;0.59963
1502;0.664873;0.613577
1503;0.664873;0.613577
1504;0.68853;0.607676
1505;0.660213;0.636271
1506;0.660213;0.636271
1507;0.668414;0.633621
1508;0.668414;0.633621
1509;0.67827;0.629681
1510;0.672656;0.629767
1511;0.706042;0.626116
1512;0.744677;0.632408
1513;0.761594;0.608898
1514;0.800645;0.631793
1515;0.784629;0.604771
1516;0.817253;0.616133
1517;0.822536;0.615236
1518;0.853031;0.628521
1519;0.857945;0.607307
1520;0.890226;0.596292
1521;0.890226;0.596292
1522;0.887281;0.572417
1523;0.926531;0.586023
1524;0.888374;0.595059
1525;0.923425;0.586627
1526;0.914788;0.556919
1527;0.907039;0.580769
1528;0.896145;0.569293
1529;0.864101;0.562418
1530;0.864101;0.562418
1531;0.838166;0.573776
1532;0.858495;0.58576
1533;0.843429;0.600122
1534;0.832911;0.618449
1535;0.82774;0.612141
1536;0.795166;0.613874
1537;0.772799;0.62281
1538;0.782525;0.625873
1539;0.8138;0.63578
1540;0.8138;0.63578
1541;0.847549;0.614008
1542;0.843964;0.608394
1543;0.844461;0.601203
1544;0.805681;0.599114
1545;0.805681;0.599114
1546;0.767456;0.606087
1547;0.737175;0.612734
1548;0.747558;0.642722
1549;0.710527;0.658406
1550;0.700768;0.671596
1551;0.700768;0.671596
1552;0.700768;0.671596
1553;0.704864;0.650322
1554;0.731791;0.675583
1555;0.75589;0.652587
1556;0.726002;0.679038
1557;0.743126;0.666017
1558;0.748299;0.685111
1559;0.774884;0.66854
1560;0.810566;0.676002
1561;0.778145;0.698015
1562;0.775568;0.694988
1563;0.800286;0.674119
1564;0.770566;0.659435
1565;0.772789;0.658304
1566;0.77013;0.635936
1567;0.792057;0.622357
1568;0.766518;0.594299
1569;0.773045;0.586998
1570;0.773045;0.586998
1571;0.812618;0.56215
1572;0.795068;0.563389
1573;0.795068;0.563389
1574;0.774664;0.572314
1575;0.737042;0.552221
1576;0.731156;0.562641
1577;0.763269;0.554209
1578;0.793828;0.540698
1579;0.81928;0.542544
1580;0.828851;0.521932
1581;0.828851;0.521932
1582;0.830985;0.520033
1583;0.794598;0.531038
1584;0.794598;0.531038
1585;0.762286;0.560907
1586;0.795057;0.560102
1587;0.809;0.559128
1588;0.783345;0.568949
1589;0.745563;0.595702
1590;0.730183;0.572626
1591;0.730183;0.572626
1592;0.730183;0.572626
1593;0.730183;0.572626
1594;0.730183;0.572626
1595;0.722642;0.570735
1596;0.715246;0.590988
1597;0.711778;0.580441
1598;0.731187;0.556638
1599;0.751867;0.534387
1600;0.751867;0.534387
1601;0.784557;0.504666
1602;0.768024;0.527551
1603;0.797642;0.553818
1604;0.762011;0.534642
1605;0.781394;0.527278
1606;0.781394;0.527278
1607;0.812159;0.530506
1608;0.829002;0.544425
1609;0.829002;0.544425
1610;0.86759;0.557591
1611;0.86759;0.557591
1612;0.865537;0.554615
1613;0.865537;0.554615
1614;0.833193;0.546206
1615;0.83692;0.568324
1616;0.840325;0.579355
1617;0.843732;0.592754
1618;0.820757;0.603337
1619;0.820757;0.603337
1620;0.810803;0.629072
1621;0.788367;0.634411
1622;0.804322;0.616068
1623;0.807487;0.586315
1624;0.807487;0.586315
1625;0.807487;0.586315
1626;0.79795;0.564255
1627;0.765729;0.568283
1628;0.803289;0.572644
1629;0.80162;0.551699
1630;0.832675;0.558136
1631;0.856255;0.586893
1632;0.852089;0.57878
1633;0.873508;0.583432
1634;0.910176;0.577048
1635;0.916965;0.588856
1636;0.891301;0.603194
1637;0.867409;0.621693
1638;0.84665;0.613447
1639;0.883261;0.618865
1640;0.853402;0.599926
1641;0.886558;0.585776
1642;0.886558;0.585776
1643;0.866656;0.585455
1644;0.835532;0.593271
1645;0.867395;0.617173
1646;0.848718;0.645468
1647;0.876762;0.617263
1648;0.888058;0.63852
1649;0.888058;0.63852
1650;0.888058;0.63852
1651;0.877068;0.608556
1652;0.863664;0.578701
1653;0.882748;0.597338
1654;0.883052;0.626704
1655;0.84603;0.619436
1656;0.831664;0.632067
1657;0.831664;0.632067
1658;0.791679;0.628957
1659;0.776938;0.626541
1660;0.789854;0.597324
1661;0.790406;0.620949
1662;0.767939;0.639561
1663;0.756154;0.612751
1664;0.770647;0.6235
1665;0.807386;0.65114
1666;0.792085;0.634051
1667;0.755447;0.605619
1668;0.755447;0.605619
1669;0.723121;0.618818
1670;0.73021;0.63552
1671;0.757941;0.650275
1672;0.744023;0.678587
1673;0.744023;0.678587
1674;0.716847;0.698933
1675;0.708005;0.686691
1676;0.719544;0.660555
1677;0.755779;0.677189
1678;0.717823;0.680959
1679;0.686549;0.661188
1680;0.69111;0.687096
1681;0.68058;0.706173
1682;0.710739;0.698783
1683;0.715759;0.704912
1684;0.715759;0.704912
1685;0.74109;0.703273
1686;0.736273;0.691866
1687;0.728802;0.721339
1688;0.727562;0.718888
1689;0.707014;0.693578
1690;0.708899;0.71918
1691;0.699414;0.748575
1692;0.696395;0.755993
1693;0.690648;0.783527
1694;0.701298;0.759287
1695;0.697611;0.772548
1696;0.735769;0.787466
1697;0.711828;0.772845
1698;0.678882;0.768237
1699;0.697318;0.743643
1700;0.735471;0.766915
1701;0.750544;0.780912
1702;0.772417;0.789636
1703;0.810748;0.76383
1704;0.784603;0.752463
1705;0.762157;0.762354
1706;0.777839;0.773469
1707;0.748245;0.786647
1708;0.715028;0.774723
1709;0.751608;0.757499
1710;0.786701;0.73699
1711;0.787758;0.721768
1712;0.785243;0.717295
1713;0.7615;0.709784
1714;0.800595;0.73484
1715;0.800595;0.73484
1716;0.830135;0.716787
1717;0.858431;0.719904
1718;0.825063;0.714674
1719;0.788442;0.687251
1720;0.819558;0.675106
1721;0.840879;0.661796
1722;0.84641;0.640983
1723;0.84641;0.640983
1724;0.843667;0.620986
1725;0.804822;0.641701
1726;0.800869;0.615478
1727;0.785557;0.596391
1728;0.791925;0.579873
1729;0.791925;0.579873
1730;0.791359;0.600719
1731;0.791359;0.600719
1732;0.782488;0.619007
1733;0.806961;0.622122
1734;0.803099;0.606616
1735;0.813515;0.597492
1736;0.813515;0.597492
1737;0.79692;0.582272
1738;0.79692;0.582272
1739;0.79692;0.582272
1740;0.825509;0.553973
1741;0.862302;0.552383
1742;0.862302;0.552383
1743;0.832628;0.558853
1744;0.832628;0.558853
1745;0.843722;0.584058
1746;0.868765;0.600649
1747;0.858906;0.591707
1748;0.833252;0.581227
1749;0.834363;0.60744
1750;0.82633;0.632228
1751;0.803869;0.631751
1752;0.80829;0.609046
1753;0.80829;0.609046
1754;0.796624;0.617348
1755;0.773448;0.642751
1756;0.773448;0.642751
1757;0.773448;0.642751
1758;0.744578;0.649411
1759;0.712613;0.673973
1760;0.726704;0.685765
1761;0.745906;0.684421
1762;0.749517;0.682817
1763;0.736693;0.661604
1764;0.727846;0.681304
1765;0.721201;0.657692
1766;0.720273;0.633436
1767;0.747325;0.619542
1768;0.758495;0.638171
1769;0.74613;0.632722
1770;0.707679;0.60964
1771;0.724968;0.588668
1772;0.696138;0.584448
1773;0.670508;0.586055
1774;0.687859;0.609389
1775;0.678419;0.621359
1776;0.667116;0.607601
1777;0.645512;0.604504
1778;0.645512;0.604504
1779;0.645512;0.604504
1780;0.628715;0.587637
1781;0.628715;0.587637
1782;0.661889;0.559372
1783;0.668566;0.535241
1784;0.668566;0.535241
1785;0.698048;0.547822
1786;0.696479;0.550003
1787;0.669557;0.566643
1788;0.643322;0.547646
1789;0.631374;0.554925
1790;0.664969;0.53183
1791;0.698591;0.553126
1792;0.698591;0.553126
1793;0.731364;0.52955
1794;0.769281;0.547866
1795;0.769281;0.547866
1796;0.772863;0.527662
1797;0.772863;0.527662
1798;0.772863;0.527662
1799;0.750392;0.533466
1800;0.725687;0.503866
1801;0.74014;0.504024
1802;0.74014;0.504024
1803;0.728258;0.525157
1804;0.689944;0.551637
1805;0.705076;0.553001
1806;0.740574;0.574272
1807;0.715727;0.545295
1808;0.706432;0.541409
1809;0.730273;0.553507
1810;0.712592;0.56322
1811;0.680142;0.552421
1812;0.644413;0.550977
1813;0.644413;0.550977
1814;0.644413;0.550977
1815;0.607622;0.579415
1816;0.643274;0.587175
1817;0.607812;0.597495
1818;0.645986;0.601816
1819;0.640521;0.607733
1820;0.678177;0.620244
1821;0.692014;0.606871
1822;0.672613;0.617927
1823;0.700454;0.612484
1824;0.668552;0.637285
1825;0.675803;0.646172
1826;0.684172;0.627691
1827;0.721252;0.612192
1828;0.743698;0.606169
1829;0.754595;0.592004
1830;0.74833;0.562941
1831;0.762716;0.554358
1832;0.762716;0.554358
1833;0.76685;0.576883
1834;0.779384;0.558537
1835;0.761808;0.551137
1836;0.761808;0.551137
1837;0.726628;0.579388
1838;0.708801;0.594579
1839;0.728159;0.583945
1840;0.721686;0.599592
1841;0.721686;0.599592
1842;0.749052;0.612934
1843;0.749052;0.612934
1844;0.747776;0.625399
1845;0.768713;0.636432
1846;0.797853;0.655669
1847;0.761121;0.664631
1848;0.761121;0.664631
1849;0.787045;0.641151
1850;0.795269;0.621981
1851;0.767113;0.608741
1852;0.756876;0.598403
1853;0.784472;0.621889
1854;0.763022;0.622306
1855;0.737669;0.599588
1856;0.758353;0.575141
1857;0.725566;0.573737
1858;0.725566;0.573737
1859;0.725566;0.573737
1860;0.74609;0.547306
1861;0.74609;0.547306
1862;0.744545;0.572531
1863;0.744545;0.572531
1864;0.781903;0.578524
1865;0.758156;0.571835
1866;0.790633;0.579728
1867;0.802024;0.585134
1868;0.802024;0.585134
1869;0.839587;0.591923
1870;0.815616;0.573673
1871;0.815616;0.573673
1872;0.783379;0.598173
1873;0.761992;0.589385
1874;0.761992;0.589385
1875;0.796376;0.579203
1876;0.779992;0.581402
1877;0.779992;0.581402
1878;0.780384;0.603133
1879;0.761921;0.611344
1880;0.783435;0.598224
1881;0.792785;0.626301
1882;0.785045;0.647731
1883;0.7928;0.66745
1884;0.75311;0.667788
1885;0.776086;0.670595
1886;0.799611;0.657514
1887;0.825471;0.638022
1888;0.791453;0.657547
1889;0.814304;0.68642
1890;0.785568;0.681471
1891;0.776546;0.661242
1892;0.776546;0.661242
1893;0.746206;0.675031
1894;0.754558;0.646115
1895;0.75346;0.658729
1896;0.764828;0.670002
1897;0.804621;0.699863
1898;0.827671;0.685814
1899;0.827671;0.685814
1900;0.798978;0.674529
1901;0.798978;0.674529
1902;0.796051;0.666372
1903;0.79105;0.658903
1904;0.781589;0.635186
1905;0.791855;0.664783
1906;0.765446;0.661146
1907;0.761981;0.655099
1908;0.761981;0.655099
1909;0.74651;0.640402
1910;0.74816;0.615991
1911;0.766124;0.616568
1912;0.776574;0.621322
1913;0.799148;0.594223
1914;0.801459;0.607341
1915;0.818653;0.580446
1916;0.797436;0.561228
1917;0.791309;0.545251
1918;0.823612;0.559388
1919;0.846962;0.566852
1920;0.846962;0.566852
1921;0.819701;0.580682
1922;0.842661;0.58355
1923;0.854319;0.602117
1924;0.853225;0.585213
1925;0.853225;0.585213
1926;0.832005;0.578547
1927;0.799361;0.572106
1928;0.799361;0.572106
1929;0.809504;0.566518
1930;0.805288;0.571894
1931;0.806353;0.597783
1932;0.770699;0.593997
1933;0.810355;0.606903
1934;0.81338;0.588612
1935;0.808321;0.59012
1936;0.775387;0.56968
1937;0.805638;0.565102
1938;0.836602;0.566818
1939;0.817402;0.559571
1940;0.786399;0.562333
1941;0.803532;0.579404
1942;0.83438;0.560741
1943;0.810735;0.559873
1944;0.796795;0.584873
1945;0.83262;0.588585
1946;0.817347;0.57506
1947;0.846557;0.566768
1948;0.838522;0.562794
1949;0.863597;0.583006
1950;0.863597;0.583006
1951;0.896691;0.576119
1952;0.921109;0.582717
1953;0.89459;0.580304
1954;0.890509;0.591802
1955;0.908307;0.593254
1956;0.908307;0.593254
1957;0.888014;0.605892
1958;0.861306;0.583957
1959;0.822265;0.560211
1960;0.853029;0.587554
1961;0.845979;0.60504
1962;0.828217;0.598501
1963;0.840293;0.578626
1964;0.854597;0.607434
1965;0.886315;0.602111
1966;0.886315;0.602111
1967;0.925936;0.614292
1968;0.925936;0.614292
1969;0.897763;0.637983
1970;0.897763;0.637983
1971;0.909213;0.657527
1972;0.936872;0.631684
1973;0.909857;0.649812
1974;0.903878;0.677186
1975;0.878709;0.678339
1976;0.849396;0.673647
1977;0.849396;0.673647
1978;0.849396;0.673647
1979;0.880191;0.687114
1980;0.867787;0.661337
1981;0.887593;0.650326
1982;0.887593;0.650326
1983;0.887593;0.650326
1984;0.848019;0.653732
1985;0.884242;0.676457
1986;0.847453;0.701627
1987;0.882937;0.687526
1988;0.915551;0.662792
1989;0.942819;0.667991
1990;0.918909;0.663872
1991;0.938409;0.643826
1992;0.904046;0.64541
1993;0.918905;0.650933
1994;0.899813;0.678972
1995;0.885809;0.67614
1996;0.913961;0.650664
1997;0.941292;0.643924
1998;0.902859;0.649031
1999;0.869495;0.634299
2000;0.870751;0.604682
2001;0.85688;0.583972
2002;0.832176;0.583497
2003;0.832176;0.583497
2004;0.870404;0.607873
2005;0.846547;0.614339
2006;0.839596;0.64014
2007;0.807769;0.664258
2008;0.780633;0.649636
2009;0.786991;0.630183
2010;0.77076;0.635119
2011;0.763348;0.649241
2012;0.747002;0.624127
2013;0.77113;0.599235
2014;0.800323;0.57561
2015;0.800323;0.57561
2016;0.800803;0.589068
2017;0.830856;0.577015
2018;0.830856;0.577015
2019;0.87077;0.588009
2020;0.858423;0.575905
2021;0.858423;0.575905
2022;0.858423;0.575905
2023;0.835977;0.570695
2024;0.835977;0.570695
2025;0.817109;0.56342
2026;0.817109;0.56342
2027;0.821995;0.560094
2028;0.814341;0.563428
2029;0.834624;0.592078
2030;0.828694;0.601984
2031;0.808484;0.601757
2032;0.770897;0.590171
2033;0.799907;0.611945
2034;0.805961;0.640672
2035;0.817291;0.65475
2036;0.794493;0.676994
2037;0.79488;0.654329
2038;0.818931;0.642728
2039;0.780964;0.634898
2040;0.788105;0.641759
